review,sentiment
This laptop offers decent value for money.,Neutral
This monitor has bad battery life.,Negative
This phone has highly recommended.,Positive
This speaker has horrible experience.,Negative
The performance looks good but the overall experience was terrible.,Negative
This smartwatch offers decent value for money.,Neutral
The performance looks good but the overall experience was terrible.,Negative
The quality is acceptable for the price.,Neutral
This phone has terrible product.,Negative
This laptop has bad battery life.,Negative
This tablet has terrible product.,Negative
This keyboard has outstanding experience.,Positive
This phone has waste of money.,Negative
This laptop has great battery life.,Positive
The product performs reasonably well.,Neutral
The quality is acceptable for the price.,Negative
The delivery is good but could be better.,Neutral
The product performs reasonably well.,Neutral
The battery looks good but the overall experience was terrible.,Positive
This camera offers decent value for money.,Neutral
The battery is average but overall I am very satisfied with this speaker.,Positive
This printer has stopped working.,Negative
This phone has superb build quality.,Positive
This phone has terrible product.,Negative
This phone has stopped working.,Negative
The price is average but overall I am very satisfied with this phone.,Positive
The performance is good but could be better.,Neutral
This printer has very disappointed.,Negative
This camera has stopped working.,Negative
This printer has not worth the price.,Negative
The delivery is average but overall I am very satisfied with this monitor.,Positive
The keyboard is okay and works as expected.,Neutral
This laptop has poor quality.,Negative
This laptop has bad battery life.,Negative
The service is average but overall I am very satisfied with this speaker.,Positive
This phone has superb build quality.,Positive
This printer has outstanding experience.,Positive
This monitor has fantastic performance.,Positive
This printer has waste of money.,Negative
This smartwatch has waste of money.,Negative
I have mixed feelings about this product.,Neutral
This monitor offers decent value for money.,Neutral
This monitor has works perfectly.,Positive
The quality is acceptable for the price.,Neutral
This speaker has great battery life.,Positive
This speaker has terrible product.,Positive
This tablet has extremely dissatisfied.,Negative
This keyboard has excellent quality.,Positive
The price is average but overall I am very satisfied with this smartwatch.,Positive
This phone has great battery life.,Positive
This monitor has bad battery life.,Negative
This speaker has great battery life.,Positive
The product performs reasonably well.,Neutral
This tablet has worst purchase ever.,Negative
This headphones has highly recommended.,Positive
This printer has terrible product.,Negative
The product performs reasonably well.,Neutral
This tablet has amazing product.,Positive
This camera has not worth the price.,Negative
This speaker has stopped working.,Negative
The quality is average but overall I am very satisfied with this camera.,Positive
The service is average but overall I am very satisfied with this speaker.,Positive
This tablet has superb build quality.,Negative
The battery is average but overall I am very satisfied with this smartwatch.,Positive
This speaker has great battery life.,Positive
I have mixed feelings about this product.,Negative
